year,Base case cost,Modeled non-residential ashp
2017,1114830.51935,950860.949093
2018,1179046.6169,1008244.37866
2019,1268949.15346,1088581.18005
2020,1310047.45589,1125306.57497
2021,1340871.18271,1152850.62116
2022,1361420.33392,1171213.31862
2023,1376832.19733,1184985.34172
2024,1389675.41684,1196462.02763
2025,1402518.63635,1207938.71355
2026,1423067.78756,1226301.41101
2027,1435911.00707,1237778.09692
2028,1448754.22658,1249254.78283
2029,1466734.73389,1265322.14311
2030,1477009.3095,1274503.49184
2031,1494989.81681,1290570.85212
