year,Base case cost,Modeled non-residential ashp
2017,360101.435659,454555.787221
2018,372434.73051,463760.186611
2019,429966.640078,517004.350549
2020,460975.128854,545926.909018
2021,474674.861455,558120.136396
2022,503855.367523,586257.677311
2023,536334.273192,617925.387861
2024,588839.31371,669851.003294
2025,646241.072533,726441.566997
2026,699616.084224,779005.383569
2027,736774.425283,815352.529509
2028,766754.946212,844637.740335
2029,1020247.43851,1097319.03752
2030,1263472.80748,1339964.9814
2031,1486065.75727,1561630.85105
