year,Base case cost,Modeled non-residential ashp
2017,188949.397018,243550.365988
2018,203885.175834,257958.865185
2019,224472.330418,277819.228942
2020,234160.403164,287165.282475
2021,241022.788025,293785.403728
2022,245866.824398,298458.430494
2023,249499.851677,301963.200569
2024,252325.539561,304689.13285
2025,255554.897143,307804.484027
2026,259995.263818,312088.091896
2027,263224.6214,315203.443074
2028,266050.309284,317929.375355
2029,270087.006261,321823.564327
2030,272509.024447,324160.07771
2031,276545.721425,328054.266682
