year,Base case cost,Modeled transmission and interties
2021,165680.549904,2267705.85011
2022,170178.664381,2272515.10158
2023,173938.780863,2276177.68538
2024,176568.52485,2278989.33017
2025,179573.94655,2282566.73428
2026,184114.637834,2287063.07655
2027,187126.738248,2290283.52557
2028,189762.326111,2293101.41847
2029,193956.559061,2297591.43347
2030,196220.643408,2299646.41178
2031,199994.117319,2304046.61288
2032,204596.586717,2308606.57919
2033,208756.591252,2313054.33348
2034,213386.610349,2318009.46909
2035,216039.729838,2320846.10628
2036,220208.917607,2325303.67901
2037,222862.037096,2327772.98402
2038,227531.293642,2332769.26206
2039,230949.960825,2336424.40029
2040,235888.035645,2341335.90312
