year,Base case cost,Modeled residential ashp
2017,126820.218731,174988.804858
2018,138835.356486,175530.846708
2019,155797.903904,176856.42922
2020,157452.588224,170692.561161
2021,162895.227926,170142.875913
2022,166977.207703,169458.934212
2023,163102.739742,162044.289549
2024,165391.34465,161119.095109
2025,168006.893116,160247.44395
2026,164663.727443,152543.915467
2027,167173.504524,151617.015801
2028,169369.559469,150700.345574
2029,172193.058686,149835.775687
2030,166739.203988,141615.823632
2031,170044.71182,140680.06321
