year,annotation,consumption,consumption residential,consumption non-residential
2003,,541661.0,168529.0,373132.0
2004,,590676.0,184630.0,406046.0
2005,,570926.0,194683.0,376243.0
2006,,584399.0,191322.0,393077.0
2007,,691647.0,180066.0,511581.0
2008,,715621.0,141435.0,574186.0
2009,,625672.0,137977.0,487695.0
2010,,688180.0,155759.0,532421.0
2011,,730898.0,174101.0,556797.0
2012,,750162.0,174967.0,575195.0
2013,,709336.0,168745.0,540591.0
2014,,776279.0,183349.0,592930.0
2015,,1386682.0,62470.0,1324212.0
2016,start of forecast,970534.0,151290.0,819244.0
2017,,968040.0,148795.0,819244.0
2018,,966331.0,147087.0,819244.0
2019,,964934.0,145690.0,819244.0
2020,,963543.0,144299.0,819244.0
2021,,961534.0,142289.0,819244.0
2022,,959958.0,140714.0,819244.0
2023,,957958.0,138714.0,819244.0
2024,,955985.0,136741.0,819244.0
2025,,954418.0,135173.0,819244.0
2026,,952440.0,133196.0,819244.0
2027,,950715.0,131471.0,819244.0
2028,,949027.0,129782.0,819244.0
2029,,948339.0,129095.0,819244.0
2030,,947358.0,128114.0,819244.0
2031,,946124.0,126880.0,819244.0
2032,,944027.0,124782.0,819244.0
2033,,941685.0,122441.0,819244.0
2034,,939431.0,120186.0,819244.0
2035,,937477.0,118232.0,819244.0
2036,,935471.0,116226.0,819244.0
2037,,933803.0,114558.0,819244.0
2038,,931852.0,112608.0,819244.0
2039,,929990.0,110746.0,819244.0
2040,,927948.0,108703.0,819244.0
