year,Base case cost,Modeled non-residential ashp
2017,318902.450969,383560.547577
2018,337875.391861,400368.798521
2019,369651.060821,429230.461781
2020,382269.285973,440433.312737
2021,391176.268433,448341.207529
2022,403812.669921,460311.550571
2023,408341.281406,464340.618222
2024,412115.124311,467698.174598
2025,416643.735796,471727.24225
2026,428926.010065,483426.715378
2027,433529.741805,487530.903285
2028,437366.184923,490951.059874
2029,449961.460255,502963.534066
2030,453080.694919,505749.739507
2031,458539.355581,510625.599029
