year,Base case cost,Modeled residential ashp
2017,480442.227141,559133.294713
2018,524305.402447,596079.567768
2019,574393.460734,636796.339135
2020,601312.840142,659476.326842
2021,630704.500077,685744.22447
2022,648935.109033,701743.574635
2023,664106.700617,715353.285066
2024,678337.913348,728245.742522
2025,701547.562665,749893.510687
2026,719626.555447,765964.370557
2027,743499.767021,788275.700977
2028,758544.782517,801981.961199
2029,784222.25588,825874.42753
2030,797211.233073,837970.901206
2031,824743.048396,863494.583619
