year,Base case cost,Modeled non-residential ashp
2017,175509.401888,208760.008838
2018,186867.687301,219309.062149
2019,202256.332054,233601.327924
2020,209217.861823,240066.876728
2021,214347.410074,244830.965319
2022,218011.37311,248233.885742
2023,220576.147235,250615.930038
2024,222774.525057,252657.682292
2025,225339.299183,255039.726588
2026,228636.865915,258102.354968
2027,231201.640041,260484.399264
2028,233400.017863,262526.151518
2029,236331.188292,265248.487856
2030,237796.773506,266609.656025
2031,241094.340239,269672.284406
