year,Base case cost,Modeled non-residential ashp
2017,46595.2030357,43012.708863
2018,51923.0229308,46878.7557872
2019,59421.4361165,52319.8588657
2020,62973.3160466,54897.2234818
2021,65538.5626627,56758.6534824
2022,67314.5026278,58047.3357904
2023,68695.7892673,59049.6442523
2024,69879.7492439,59908.765791
2025,71063.7092206,60767.8873297
2026,72642.3225229,61913.3827146
2027,74023.6091624,62915.6911765
2028,75010.2424763,63631.6257921
2029,76588.8557785,64777.121177
2030,77575.4890924,65493.0557926
2031,79154.1023947,66638.5511776
