year,Base case cost,Modeled residential ashp
2017,151651.602175,204830.446103
2018,161913.927868,212262.158248
2019,182004.230416,228553.479453
2020,188438.981728,233274.96467
2021,192915.330467,236559.476125
2022,196272.592021,239022.859717
2023,198510.76639,240665.115444
2024,200469.168963,242102.089206
2025,195671.578175,236708.579776
2026,205505.061295,245797.164593
2027,207743.235664,247439.420321
2028,209421.866441,248671.112116
2029,211939.812607,250518.64981
2030,221032.921697,259164.819919
2031,223638.263206,261099.752956
