year,Base case cost,Modeled non-residential ashp
2017,206906.608778,239239.207079
2018,220908.063275,251965.719056
2019,239699.489049,269046.037761
2020,248174.053613,276748.926589
2021,254069.402875,282107.457947
2022,258490.914822,286126.356466
2023,261438.589453,288805.622146
2024,264017.804755,291149.979615
2025,266965.479386,293829.245294
2026,270650.072675,297178.327393
2027,273597.747306,299857.593072
2028,275808.50328,301867.042332
2029,279124.63724,304881.216221
2030,281335.393213,306890.66548
2031,284651.527173,309904.83937
