year,Base case cost,Modeled transmission and interties
2021,246511.271657,1534589.56982
2022,251774.857529,1539509.38324
2023,255283.914777,1542789.25885
2024,258354.339869,1545293.02878
2025,261863.397116,1548572.90439
2026,266249.718676,1552672.7489
2027,269758.775924,1555952.62451
2028,272390.56886,1558778.65246
2029,276338.258264,1562468.51252
2030,279540.542102,1565047.07296
2031,283496.30449,1569111.3487
2032,287891.596032,1573219.57735
2033,292286.887575,1577327.80601
2034,296076.705282,1580917.81283
2035,298708.498218,1583743.84078
2036,304154.17474,1588420.02337
2037,306791.349665,1591251.83052
2038,311186.641207,1595360.05917
2039,314702.874441,1598646.64209
2040,319537.695138,1603165.69361
