year,Base case cost,Modeled residential ashp
2017,992048.952697,5384835.88411
2018,1081599.38408,5178619.00299
2019,1202890.33605,4932251.57097
2020,1260823.6,4758152.32756
2021,1296453.35323,4615779.01125
2022,1321869.23914,4480105.20377
2023,1332430.04266,4361267.17064
2024,1340535.0591,4241963.65047
2025,1347187.59473,4123151.30698
2026,1358821.58455,3996392.13308
2027,1368972.50632,3877416.701
2028,1374373.77005,3762914.97348
2029,1373142.11634,3636134.88454
2030,1365016.65848,3519013.69178
2031,1367832.17536,3392279.74551
