year,Base case cost,Modeled non-residential ashp
2017,606120.049471,1512077.26753
2018,662893.330785,1503370.70857
2019,740693.753326,1498463.36475
2020,780645.321659,1487878.1076
2021,805877.891132,1475324.67775
2022,826905.032359,1462484.3269
2023,839521.317096,1448671.69319
2024,852137.601832,1435230.34021
2025,864753.886568,1422151.567
2026,881575.59955,1410103.11411
2027,896294.59841,1398062.32497
2028,908910.883146,1386021.09471
2029,923629.882005,1374647.74876
2030,934143.452619,1362920.1995
2031,950965.165601,1352521.49563
