year,Base case cost,Modeled non-residential ashp
2017,11394124.8143,12280945.3711
2018,12330365.821,13155041.4543
2019,13574341.9559,14312705.1955
2020,14340100.7335,15037034.0242
2021,14860436.1837,15529749.5085
2022,15280398.2933,15928996.6436
2023,15619588.0159,16252650.1354
2024,15915643.992,16536622.3763
2025,16246463.2641,16853631.6654
2026,16645334.6886,17235240.6112
2027,17094556.5345,17668926.2262
2028,17404091.3475,17966377.3041
2029,17792110.161,18338859.8868
2030,18110009.7886,18646402.0271
2031,18539844.6351,19058974.3949
