year,Base case cost,Modeled residential ashp
2017,11394124.8143,9638599.99704
2018,12330365.821,10404750.0886
2019,13574341.9559,11412488.8415
2020,14340100.7335,12064853.6758
2021,14860436.1837,12509593.1638
2022,15280398.2933,12872858.3017
2023,15619588.0159,13169525.2955
2024,15915643.992,13432508.0381
2025,16246463.2641,13725529.3291
2026,16645334.6886,14077153.2772
2027,17094556.5345,14483852.3943
2028,17404091.3475,14760313.9738
2029,17792110.161,15105810.0586
2030,18110009.7886,15395361.2003
2031,18539844.6351,15777948.5704
