year,Base case cost,Modeled transmission and interties
2021,565351.128756,2366747.20331
2022,580713.931167,2355942.08968
2023,590879.952604,2342054.55512
2024,599789.919868,2324394.57274
2025,610527.846822,2310721.95258
2026,624333.752906,2300726.4227
2027,635387.79319,2288508.27187
2028,644596.311932,2274973.87278
2029,656874.336921,2265078.62342
2030,664548.102539,2251050.70484
2031,677162.856945,2244080.54861
2032,690982.507087,2235723.67476
2033,705152.630703,2229759.24311
2034,718979.152874,2223924.4936
2035,728196.834321,2213893.97152
2036,743559.636733,2210530.57884
2037,751614.418176,2200219.09934
2038,766984.856176,2197738.86109
2039,777744.162776,2191018.5016
2040,793508.597099,2189769.98434
