year,Base case cost,Modeled non-residential ashp
2017,123614.311508,370334.907863
2018,131306.796573,370962.30248
2019,141917.1208,373422.526722
2020,146957.024808,372651.532165
2021,150405.380182,371019.947579
2022,152792.703133,368842.065636
2023,154649.509873,366432.227725
2024,156241.058507,363946.638644
2025,157832.607142,361541.550138
2026,159954.671987,359531.44267
2027,161811.478727,357439.922927
2028,163403.027361,355265.191452
2029,165259.834101,353321.858572
2030,166586.124629,351133.657289
2031,168708.189475,349489.829879
