year,Base case cost,Modeled residential ashp
2017,84291.9313586,469844.845278
2018,91105.8751775,464409.857282
2019,100250.90504,459846.864271
2020,104554.448504,454007.545416
2021,107602.791792,447960.000596
2022,109754.563524,441807.526429
2023,111368.392323,435653.511466
2024,114331.115277,431255.350201
2025,115787.378905,425376.917362
2026,117789.741392,419815.793482
2027,119428.037972,414286.881292
2028,120702.268646,408786.785396
2029,124167.708268,405364.630244
2030,125276.217843,400097.58269
2031,127308.485396,395257.498225
