year,Base case cost,Modeled non-residential ashp
2017,181659.005509,447186.219426
2018,192478.86619,452907.344285
2019,206761.082289,461703.79409
2020,213469.395911,464041.706538
2021,217797.340183,464404.724306
2022,221259.695601,464099.245172
2023,223640.064951,462936.515913
2024,225371.24266,461288.524615
2025,227751.612009,460274.900123
2026,230348.378573,459520.117035
2027,232728.747922,458648.690162
2028,234676.322845,457472.073317
2029,237056.692195,456736.256631
2030,238571.47269,455318.272717
2031,241384.636467,455085.582809
