year,Base case cost,Modeled non-residential ashp
2017,2841150.80916,2742238.94383
2018,3113760.41509,2969176.151
2019,3484059.92939,3278026.30472
2020,3671408.73183,3433582.6293
2021,3806731.80156,3545676.8813
2022,3910874.46428,3631767.07028
2023,3993285.07232,3699736.94901
2024,4062142.8269,3756461.55366
2025,4139785.10577,3820760.91886
2026,4232370.98229,3896969.29751
2027,4313475.58832,3964518.26573
2028,4372421.93122,4011687.25095
2029,4472217.41486,4096274.04305
2030,4538763.47393,4152900.84742
2031,4638977.18481,4237286.47643
