year,Base case cost,Modeled residential ashp
2017,2841150.80916,2596144.15207
2018,3113760.41509,2738624.12208
2019,3484059.92939,2934657.86812
2020,3671408.73183,3030854.19125
2021,3806731.80156,3099059.20786
2022,3910874.46428,3150629.92583
2023,3993285.07232,3190631.4524
2024,4062142.8269,3223589.19242
2025,4139785.10577,3261988.10723
2026,4232370.98229,3306875.27882
2027,4313475.58832,3348227.47801
2028,4372421.93122,3372443.85991
2029,4472217.41486,3427939.81505
2030,4538763.47393,3465040.8633
2031,4638977.18481,3519299.16492
