year,Base case cost,Modeled residential ashp
2017,18373.4467261,123598.472847
2018,19544.6267902,123488.299725
2019,21083.8920173,123915.423149
2020,21820.0623433,123295.621048
2021,24099.3655561,124162.606707
2022,24497.3557851,123149.920253
2023,24750.6222945,121981.510035
2024,24967.707874,120800.396504
2025,25257.1553133,119749.620188
2026,25546.6027527,118732.463164
2027,27777.3762128,119689.463427
2028,28010.7736465,118657.600144
2029,28321.9702248,117758.395704
2030,28516.4680862,116737.745118
2031,28866.5642367,115949.651259
