year,annotation,consumption,consumption residential,consumption non-residential
2009,,255131.0,56648.0,198483.0
2010,,252307.0,53628.0,198679.0
2011,,277424.0,59812.0,217612.0
2012,,249971.0,50377.0,199594.0
2013,,306587.0,62060.0,244527.0
2014,start of forecast,277262.0,56685.0,220578.0
2015,,277230.0,56652.0,220578.0
2016,,277166.0,56588.0,220578.0
2017,,277075.0,56497.0,220578.0
2018,,276972.0,56395.0,220578.0
2019,,276869.0,56291.0,220578.0
2020,,276743.0,56165.0,220578.0
2021,,276605.0,56028.0,220578.0
2022,,276479.0,55901.0,220578.0
2023,,276356.0,55779.0,220578.0
2024,,276223.0,55645.0,220578.0
2025,,276061.0,55483.0,220578.0
2026,,275890.0,55312.0,220578.0
2027,,275713.0,55136.0,220578.0
2028,,275539.0,54961.0,220578.0
2029,,275337.0,54760.0,220578.0
2030,,275142.0,54564.0,220578.0
2031,,274965.0,54387.0,220578.0
2032,,274793.0,54216.0,220578.0
2033,,274628.0,54051.0,220578.0
2034,,274468.0,53890.0,220578.0
2035,,274307.0,53730.0,220578.0
2036,,274168.0,53590.0,220578.0
2037,,274013.0,53435.0,220578.0
2038,,273893.0,53315.0,220578.0
2039,,273773.0,53195.0,220578.0
2040,,273660.0,53083.0,220578.0
