year,Base case cost,Modeled non-residential ashp
2017,894356.386528,1162964.52033
2018,946230.278814,1214792.39999
2019,1016511.0361,1285010.8176
2020,1049978.06339,1318448.15932
2021,1073404.98248,1341854.29853
2022,1090138.49612,1358572.96939
2023,1101851.95567,1370276.03899
2024,1111892.06386,1380307.2415
2025,1123605.5234,1392010.31111
2026,1138665.68568,1407057.11488
2027,1150379.14523,1418760.18448
2028,1160419.25341,1428791.387
2029,1173806.06433,1442166.32369
2030,1182172.82115,1450525.65912
2031,1195559.63206,1463900.5958
