year,Base case cost,Modeled residential ashp
2017,5128859.03507,7181960.01831
2018,5577500.42889,7378052.89727
2019,6196617.04527,7670737.44954
2020,6488749.98016,7772676.30372
2021,6655053.36553,7802438.30626
2022,6784126.82579,7811070.34031
2023,6842370.18836,7779957.34135
2024,6894150.93737,7743420.58278
2025,6944440.72918,7706407.37329
2026,7031984.53408,7692628.26648
2027,7095701.03309,7663494.68133
2028,7146575.58566,7629969.30193
2029,7184867.14554,7577278.29787
2030,7199511.22998,7516851.52008
2031,7266492.79287,7487126.20568
