year,Base case cost,Modeled transmission and interties
2021,105844.384193,853215.204738
2022,109087.706035,845290.721062
2023,111550.976816,836426.100044
2024,113662.351772,827451.926986
2025,115773.726728,819469.838746
2026,118940.789161,812104.650401
2027,121404.059942,804242.834149
2028,123192.94029,796300.022845
2029,125649.779555,789267.535208
2030,127404.664744,781723.73804
2031,130221.668927,775168.274514
2032,133372.193176,769156.370629
2033,136172.659174,763354.241948
2034,139673.241672,758124.284757
2035,141401.482008,751259.748289
2036,144543.737164,746416.539906
2037,146638.573934,740665.074444
2038,149780.82909,736198.973246
2039,152172.434403,730421.469476
2040,155654.64114,726671.713812
