year,Base case cost,Modeled non-residential ashp
2017,278304.396322,371825.460723
2018,300180.954738,393219.118039
2019,330653.333153,423447.737353
2020,345493.751569,437677.070872
2021,355644.409985,447122.399092
2022,363454.759192,454191.268799
2023,368920.4684,458878.822175
2024,373599.786816,462781.884197
2025,378283.706024,466710.489072
2026,385306.894439,473057.450052
2027,395877.712477,482932.922103
2028,400617.370893,486977.193125
2029,406148.379309,491851.406053
2030,410090.786932,495116.528032
2031,417204.285348,501649.086028
