year,Base case cost,Modeled residential ashp
2017,379523.481608,484210.119554
2018,408238.528453,508633.100809
2019,446604.845298,542048.890035
2020,467803.158507,559750.632413
2021,484457.24717,573339.966282
2022,498500.478486,584589.188357
2023,504394.824549,587925.937715
2024,515131.902076,596236.973078
2025,526839.733164,605503.730275
2026,540084.040919,616250.483573
2027,552322.073446,626121.99761
2028,563601.251352,635158.853462
2029,576790.380015,646021.460873
2030,587290.719513,654438.339546
2031,601374.669767,666237.404465
