year,Base case cost,Modeled non-residential ashp
2017,379523.481608,422328.878954
2018,408238.528453,449322.628565
2019,446604.845298,485690.139835
2020,467803.158507,505496.745096
2021,484457.24717,520938.248154
2022,498500.478486,533880.608596
2023,504394.824549,538771.460621
2024,515131.902076,548558.550176
2025,526839.733164,559308.554201
2026,540084.040919,571569.875522
2027,552322.073446,582878.319158
2028,563601.251352,593278.476222
2029,576790.380015,605551.921237
2030,587290.719513,615236.985447
2031,601374.669767,628419.975207
