year,Base case cost,Modeled residential ashp
2017,1702347.88498,2270967.09559
2018,1830749.81043,2356259.38326
2019,2016028.10414,2486630.7735
2020,2098536.01814,2538150.01594
2021,2146471.20488,2561606.17394
2022,2188689.00293,2583342.12797
2023,2218059.22988,2595691.8621
2024,2251985.31614,2614173.30449
2025,2271030.52988,2616741.24186
2026,2305756.94098,2633759.74176
2027,2335480.82316,2647239.62294
2028,2348990.51809,2646157.12141
2029,2371030.83757,2651588.49051
2030,2380281.44005,2647607.87868
2031,2404420.99762,2654851.12564
