year,Base case cost,Modeled non-residential ashp
2017,1702347.88498,1804606.54086
2018,1830749.81043,1925486.79454
2019,2016028.10414,2101213.10015
2020,2098536.01814,2178292.01367
2021,2146471.20488,2221921.84388
2022,2188689.00293,2260525.01323
2023,2218059.22988,2286878.97328
2024,2251985.31614,2318062.25764
2025,2271030.52988,2334188.67808
2026,2305756.94098,2365786.14605
2027,2335480.82316,2392635.12946
2028,2348990.51809,2403556.29902
2029,2371030.83757,2422662.37563
2030,2380281.44005,2429562.38335
2031,2404420.99762,2450721.55802
