year,Base case cost,Modeled residential ashp
2017,12716.1994965,131003.557833
2018,13907.2842856,129509.865513
2019,15539.5115891,128201.793583
2020,15380.178633,125684.192381
2021,15877.3076302,124074.634067
2022,15234.9676905,121426.457857
2023,15467.4111789,119812.855209
2024,14610.9985432,117149.451415
2025,14827.3210215,115596.922464
2026,13989.2791781,112967.376243
2027,14222.8475577,111475.762508
2028,13261.6483562,108854.850907
2029,12296.2003758,106234.429089
2030,12436.1665824,104813.195082
2031,11444.9751429,102204.036186
