year,annotation,consumption,consumption residential,consumption non-residential
2003,,2322262.0,868928.0,1453334.0
2004,,2306793.0,874028.0,1432765.0
2005,,2307670.0,853959.0,1453711.0
2006,,2633331.0,871947.0,1761384.0
2007,,2677312.0,1006334.0,1670978.0
2008,,2683076.0,969044.0,1714032.0
2009,,2676490.0,1052032.0,1624458.0
2010,,2875134.0,1070356.0,1804778.0
2011,,2979725.0,1181246.0,1798479.0
2012,,3258614.0,1278465.0,1980149.0
2013,,3146184.0,1174612.0,1971572.0
2014,,3067048.0,1080332.0,1986716.0
2015,,3096714.0,1098157.0,1998557.0
2016,start of forecast,3222640.0,1237025.0,1985615.0
2017,,3263831.0,1278216.0,1985615.0
2018,,3306024.0,1320409.0,1985615.0
2019,,3349119.0,1363504.0,1985615.0
2020,,3392907.0,1407292.0,1985615.0
2021,,3437392.0,1451777.0,1985615.0
2022,,3482799.0,1497184.0,1985615.0
2023,,3529193.0,1543578.0,1985615.0
2024,,3576467.0,1590852.0,1985615.0
2025,,3624356.0,1638741.0,1985615.0
2026,,3672730.0,1687115.0,1985615.0
2027,,3721581.0,1735966.0,1985615.0
2028,,3771078.0,1785463.0,1985615.0
2029,,3821864.0,1836249.0,1985615.0
2030,,3873298.0,1887683.0,1985615.0
2031,,3925487.0,1939872.0,1985615.0
2032,,3978145.0,1992530.0,1985615.0
2033,,4031593.0,2045978.0,1985615.0
2034,,4086115.0,2100500.0,1985615.0
2035,,4141733.0,2156118.0,1985615.0
2036,,4198579.0,2212964.0,1985615.0
2037,,4256710.0,2271095.0,1985615.0
2038,,4315905.0,2330290.0,1985615.0
2039,,4375963.0,2390348.0,1985615.0
2040,,4437006.0,2451391.0,1985615.0
