year,Base case cost,Modeled non-residential ashp
2017,1374512.70577,1727541.84902
2018,1456288.64772,1794066.59681
2019,1566371.64651,1886134.20908
2020,1619840.53164,1927590.83048
2021,1654438.04555,1952277.30711
2022,1682745.10238,1971471.57285
2023,1701616.4736,1982349.77165
2024,1717342.61628,1990549.25315
2025,1733068.75897,1998887.07196
2026,1758230.58726,2015821.10991
2027,1777101.95849,2027246.32721
2028,1792828.10117,2035980.00648
2029,1811699.47239,2047659.87747
2030,1824280.38654,2053821.8673
2031,1849442.21483,2071385.34443
