year,Base case cost,Modeled transmission and interties
2021,81883.3333333,854543.161157
2022,84240.0,845605.797062
2023,85561.6666667,835719.643562
2024,86383.3333333,825761.720174
2025,87965.8333333,816694.578344
2026,89770.0,808403.75523
2027,91325.0,799803.11662
2028,92633.3333333,791148.651563
2029,94733.3333333,783655.510761
2030,96242.5,775917.308268
2031,98233.3333333,768767.493312
2032,100207.5,761817.510039
2033,101797.5,754647.321976
2034,103354.166667,747900.177616
2035,104576.666667,740680.420843
2036,107088.333333,735177.206568
2037,108062.5,728054.710678
2038,110565.0,722924.066872
2039,111973.333333,716946.434299
2040,114271.666667,711966.78922
