year,Base case cost,Modeled residential ashp
2017,255949.806143,278413.49047
2018,279047.060689,300061.807262
2019,310810.660689,330000.428329
2020,326692.460689,344774.312636
2021,337516.285236,354724.705755
2022,342915.99963,359388.782262
2023,348643.774177,364486.340723
2024,352943.194177,368228.599733
2025,358670.748724,373343.215857
2026,365119.788724,379155.496844
2027,368098.927664,381538.174624
2028,373072.362211,385955.255063
2029,379478.767664,391748.756384
2030,383034.967664,394828.261752
2031,390147.367664,401310.58669
