year,Base case cost,Modeled residential ashp
2017,14581.4706068,39545.6143842
2018,15508.7841768,40169.0427611
2019,16770.9609803,41554.6744891
2020,17337.6526064,41457.2205136
2021,17724.0332606,40998.1925461
2022,18007.3790736,40345.198098
2023,18213.4487558,39553.6357678
2024,18368.0010175,38678.9207124
2025,18574.0706997,37944.8237919
2026,18805.8990922,37294.5665587
2027,18986.2100641,36559.1599648
2028,19166.521036,35850.1954499
2029,19372.5907182,35223.1664641
2030,19501.3842696,34453.0154629
2031,19758.9713724,33988.0559147
