year,Base case cost,Modeled non-residential ashp
2017,22968.5153209,21738.3691218
2018,24429.2058447,23581.1691948
2019,26417.3679465,26359.8907906
2020,27310.0121555,27245.1101471
2021,27918.6332071,27650.9686712
2022,28364.9553116,27789.2757289
2023,28689.5532058,27730.3974672
2024,28933.0016264,27544.7083714
2025,29257.5995206,27514.7690744
2026,29622.7721516,27569.518552
2027,29906.795309,27496.4517114
2028,30190.8184664,27436.7008185
2029,30515.4163606,27460.6797866
2030,30718.2900444,27285.1800225
2031,31124.0374122,27475.7114355
