year,annotation,consumption,consumption residential,consumption non-residential
2003,,3281808.0,470222.0,2811586.0
2004,,3522219.0,449410.0,3072809.0
2005,,3771397.0,407298.0,3364099.0
2006,,3917332.0,406432.0,3510900.0
2007,,5024911.0,563125.0,4461786.0
2008,,5122365.0,660579.0,4461786.0
2009,,5627558.0,539699.0,5087859.0
2010,,4650044.0,611652.0,4038392.0
2011,,4864488.0,649476.0,4215012.0
2012,,5728625.0,708226.0,5020399.0
2013,,5212461.0,675448.0,4537013.0
2014,,5408926.0,682239.0,4726687.0
2015,,4816413.0,694756.0,4121657.0
2016,start of forecast,5036808.0,575022.0,4461786.0
2017,,5020029.0,558243.0,4461786.0
2018,,5003970.0,542184.0,4461786.0
2019,,4988371.0,526586.0,4461786.0
2020,,4973023.0,511237.0,4461786.0
2021,,4957332.0,495546.0,4461786.0
2022,,4943159.0,481373.0,4461786.0
2023,,4929324.0,467539.0,4461786.0
2024,,4916525.0,454739.0,4461786.0
2025,,4903871.0,442085.0,4461786.0
2026,,4891112.0,429326.0,4461786.0
2027,,4878415.0,416629.0,4461786.0
2028,,4865711.0,403925.0,4461786.0
2029,,4856066.0,394280.0,4461786.0
2030,,4845942.0,384156.0,4461786.0
2031,,4835085.0,373299.0,4461786.0
2032,,4822413.0,360628.0,4461786.0
2033,,4809184.0,347399.0,4461786.0
2034,,4795931.0,334145.0,4461786.0
2035,,4783108.0,321323.0,4461786.0
2036,,4770604.0,308819.0,4461786.0
2037,,4758660.0,296875.0,4461786.0
2038,,4746291.0,284506.0,4461786.0
2039,,4732736.0,270951.0,4461786.0
2040,,4718316.0,256530.0,4461786.0
