year,Base case cost,Modeled non-residential ashp
2017,445874.021746,566351.689781
2018,497321.024255,612304.530219
2019,571061.727851,680184.756558
2020,603644.829441,707875.427957
2021,627653.430611,727270.82305
2022,644802.431448,740047.402165
2023,656806.732033,747881.679825
2024,667096.132535,754128.994172
2025,679100.433121,762144.734984
2026,694534.533873,773605.571705
2027,706538.834459,781794.369271
2028,716828.234961,788387.894468
2029,730547.43563,798420.502555
2030,739121.936048,803496.428646
2031,754556.036801,815365.201693
