year,Base case cost,Modeled transmission and interties
2021,977828.505216,1721788.63268
2022,1012048.29963,1731535.51634
2023,1033583.90137,1733977.9584
2024,1053015.63819,1732295.79006
2025,1076699.7413,1735662.67349
2026,1104640.67436,1741937.1347
2027,1126238.02319,1745775.21627
2028,1146130.25944,1747892.85791
2029,1172010.47615,1752812.36395
2030,1189412.74214,1752913.03825
2031,1217876.66566,1761128.87874
2032,1248069.50788,1771691.87795
2033,1276602.61791,1782674.91364
2034,1309432.73069,1794390.07857
2035,1329523.59916,1796531.54959
2036,1360301.92288,1810771.61332
2037,1380453.79451,1813475.86157
2038,1413443.11064,1826343.10235
2039,1437930.66995,1836476.86041
2040,1472628.81838,1851874.95746
