year,Base case cost,Modeled residential ashp
2017,565199.104262,642134.035191
2018,628992.674796,696600.243722
2019,719491.085329,774620.315614
2020,762511.795863,810874.463283
2021,792173.91693,835403.586017
2022,810247.386518,849090.359942
2023,824969.387585,860525.643512
2024,838223.398119,870705.694216
2025,854417.989186,883506.430159
2026,867457.219307,892831.097691
2027,882068.730908,904292.914977
2028,895222.861975,914506.897934
2029,906344.892097,922188.474643
2030,917946.733697,931089.735322
2031,930174.294352,939760.402202
