year,Base case cost,Modeled non-residential ashp
2017,565199.104262,625198.808785
2018,628992.674796,682605.615301
2019,719491.085329,764582.662408
2020,762511.795863,802955.557002
2021,792173.91693,829078.699959
2022,810247.386518,844120.50891
2023,824969.387585,856557.895755
2024,838223.398119,867672.847711
2025,854417.989186,881512.812033
2026,867457.219307,891981.26635
2027,882068.730908,904406.167468
2028,895222.861975,915516.946747
2029,906344.892097,924257.637439
2030,917946.733697,933980.857996
2031,930174.294352,943750.41306
