year,annotation,consumption,consumption residential,consumption non-residential
2003,,1818274.0,727026.0,1091248.0
2004,,1744925.0,756694.0,988231.0
2005,,1698175.0,753891.0,944284.0
2006,,1704357.0,777597.0,926760.0
2007,,1769852.0,797105.0,972747.0
2008,,2076743.0,828832.0,1247911.0
2009,,2290927.0,848676.0,1442251.0
2010,,1994025.0,856429.0,1137596.0
2011,,2100087.0,874346.0,1225741.0
2012,,2088753.0,870587.0,1218166.0
2013,,2109575.0,902204.0,1207371.0
2014,start of forecast,2121001.0,903908.0,1217093.0
2015,,2143094.0,926001.0,1217093.0
2016,,2164828.0,947735.0,1217093.0
2017,,2185928.0,968835.0,1217093.0
2018,,2206688.0,989595.0,1217093.0
2019,,2227076.0,1009984.0,1217093.0
2020,,2246795.0,1029702.0,1217093.0
2021,,2265598.0,1048505.0,1217093.0
2022,,2283836.0,1066744.0,1217093.0
2023,,2301506.0,1084414.0,1217093.0
2024,,2319084.0,1101991.0,1217093.0
2025,,2336406.0,1119313.0,1217093.0
2026,,2353616.0,1136524.0,1217093.0
2027,,2370387.0,1153295.0,1217093.0
2028,,2386939.0,1169846.0,1217093.0
2029,,2405851.0,1188758.0,1217093.0
2030,,2424238.0,1207145.0,1217093.0
2031,,2441835.0,1224742.0,1217093.0
2032,,2457420.0,1240327.0,1217093.0
2033,,2472347.0,1255254.0,1217093.0
2034,,2487314.0,1270221.0,1217093.0
2035,,2502814.0,1285722.0,1217093.0
2036,,2519202.0,1302109.0,1217093.0
2037,,2536374.0,1319282.0,1217093.0
2038,,2553128.0,1336035.0,1217093.0
2039,,2568770.0,1351677.0,1217093.0
2040,,2583516.0,1366423.0,1217093.0
