year,Base case cost,Modeled non-residential ashp
2017,110642.843573,283163.853281
2018,117026.683191,281397.147212
2019,125538.469349,280382.968916
2020,129557.923923,278052.21607
2021,132395.185976,275436.390164
2022,134286.694011,272607.34431
2023,135941.763541,269784.623392
2024,137123.956063,266892.52585
2025,138542.58709,264150.685722
2026,140197.65662,261557.311674
2027,141616.287647,258963.008584
2028,142798.480168,256366.067881
2029,144453.549699,253986.2898
2030,145399.303717,251452.930889
2031,147054.373247,249207.33686
