year,Base case cost,Modeled transmission and interties
2021,192935.993968,1400476.04191
2022,197055.623732,1385781.76447
2023,199802.043575,1370438.4763
2024,202205.160938,1355028.88978
2025,204951.580781,1340474.78853
2026,208384.605584,1326791.75545
2027,211131.025427,1313103.45399
2028,213190.840309,1299324.11423
2029,216280.562633,1286643.48268
2030,218910.868417,1273676.9664
2031,222008.663725,1261990.34545
2032,225450.658511,1250694.63869
2033,228892.653298,1239641.13526
2034,231729.174249,1228634.93385
2035,233788.989132,1217263.30169
2036,237565.316416,1207462.77722
2037,240251.236093,1197169.95876
2038,243693.23088,1187960.91539
2039,246446.826709,1178245.69324
2040,250233.020974,1169929.80752
