year,Base case cost,Modeled non-residential ashp
2017,377790.839514,409028.256611
2018,403368.09042,432803.447489
2019,443210.015572,470419.53856
2020,458893.156478,484828.270819
2021,469801.011931,494708.341435
2022,477969.836478,501995.083217
2023,483413.221025,506701.817352
2024,488175.155572,510771.624897
2025,487481.331326,509362.842811
2026,500445.721025,521555.644119
2027,505896.121025,526311.773923
2028,509983.921025,529782.382372
2029,516153.49829,535243.870206
2030,526739.368895,545231.816133
2031,532963.559801,550766.732915
