year,Base case cost,Modeled non-residential ashp
2017,11006.1373302,10569.1882142
2018,12056.1373302,11271.3343286
2019,13496.1373302,12247.2504559
2020,14216.1373302,12719.918549
2021,14696.1373302,13025.3209838
2022,15056.1373302,13247.4405488
2023,15326.1373302,13407.2604367
2024,15536.1373302,13525.7642334
2025,15776.1373302,13665.9359099
2026,16106.1373302,13869.7598125
2027,16376.1373302,14032.2206551
2028,16586.1373302,14153.3035093
2029,16886.1373302,14337.9937964
2030,17036.1373302,14418.27728
2031,17366.1373302,14625.1400569
