year,Base case cost,Modeled residential ashp
2017,855128.621942,985591.185604
2018,917870.56466,1044347.94632
2019,1008097.3392,1130245.60565
2020,1051123.64103,1169832.74751
2021,1076161.99011,1191673.18188
2022,1100651.35648,1213174.94508
2023,1114332.05284,1224047.45165
2024,1126298.93375,1233295.86035
2025,1139967.1292,1244275.05553
2026,1157044.1292,1258661.73081
2027,1175072.65284,1274114.92214
2028,1187071.14284,1283622.33985
2029,1202504.78829,1296559.63904
2030,1212782.19284,1304481.24903
2031,1229922.89284,1319199.56702
