year,Base case cost,Modeled non-residential ashp
2017,855128.621942,926915.190839
2018,917870.56466,987751.456303
2019,1008097.3392,1075959.14363
2020,1051123.64103,1117298.67945
2021,1076161.99011,1140747.85913
2022,1100651.35648,1163734.22803
2023,1114332.05284,1175986.69276
2024,1126298.93375,1186567.45505
2025,1139967.1292,1198869.64224
2026,1157044.1292,1214589.39137
2027,1175072.65284,1231311.24757
2028,1187071.14284,1242042.334
2029,1202504.78829,1256215.27142
2030,1212782.19284,1265291.17029
2031,1229922.89284,1281214.5
