year,Base case cost,Modeled residential ashp
2017,9013662.79406,10877405.9012
2018,10109433.63,11197689.2705
2019,11610230.942,11692721.7442
2020,12311038.72,11839431.317
2021,12779306.454,11893402.0029
2022,13158745.1456,11900832.7231
2023,13357635.4739,11828385.9331
2024,13560623.6979,11763199.499
2025,13745977.2094,11683466.692
2026,13985024.1984,11621470.3213
2027,14182549.8194,11540384.3526
2028,14344539.3984,11446125.0813
2029,14569890.7095,11379063.3726
2030,14649747.8025,11247196.4385
2031,14871445.3956,11162416.2177
