year,Base case cost,Modeled non-residential ashp
2017,4838613.46039,4947341.44294
2018,5418234.9367,5330513.94133
2019,6215214.46663,5866633.69658
2020,6595591.06046,6111180.08821
2021,6849175.45634,6267344.24413
2022,7066533.50996,6398615.11475
2023,7193325.7079,6466880.14004
2024,7320117.90585,6535628.83441
2025,7446910.10379,6604849.86181
2026,7609928.644,6699932.60085
2027,7754834.01308,6782765.56742
2028,7881626.21103,6853338.20398
2029,8044644.75124,6949740.8738
2030,8135210.60691,6995762.1618
2031,8316342.31826,7105694.25577
