year,Base case cost,Modeled non-residential ashp
2017,83649.0536934,131480.08881
2018,89089.4743761,137108.862729
2019,96740.0659613,145232.576315
2020,100140.328888,148591.266311
2021,102690.526083,151005.565903
2022,104390.657546,152475.221191
2023,105750.762717,153573.118208
2024,106770.841595,154299.014821
2025,107960.933619,155225.808545
2026,109491.051936,156544.313121
2027,110851.157107,157681.169073
2028,111871.235985,158445.11152
2029,113231.341156,159600.104035
2030,114251.420034,160381.757973
2031,115781.538351,161745.091524
