year,Base case cost,Modeled residential ashp
2017,446141.442667,633534.8934
2018,492937.162978,638861.617623
2019,552328.807407,644519.675194
2020,583848.114162,646059.097295
2021,603755.044744,644830.615395
2022,615720.361841,638290.803859
2023,627246.184109,635180.496069
2024,635478.914301,631400.616052
2025,642146.012819,623706.813382
2026,650261.81988,616352.37797
2027,661614.534338,613606.669954
2028,666227.046982,605489.54065
2029,672288.268167,597702.658534
2030,675006.937902,589178.275473
2031,682319.030132,581638.850588
