year,Base case cost,Modeled non-residential ashp
2017,730061.519585,834414.295133
2018,806637.581374,889527.354859
2019,910562.236659,965648.202378
2020,962524.564302,1002088.89619
2021,995342.876498,1023959.02987
2022,1022691.46999,1041719.88871
2023,1041835.48544,1053277.0705
2024,1055509.78219,1060721.45817
2025,1074653.79764,1072421.84053
2026,1096532.67243,1086283.93763
2027,1115676.68788,1098120.8867
2028,1132085.84398,1107931.10632
2029,1151229.85943,1119898.29554
2030,1164904.15617,1127743.08111
2031,1186783.03097,1141927.09874
