year,Base case cost,Modeled non-residential ashp
2017,553776.521171,648088.903626
2018,605025.11236,700919.349145
2019,659289.327123,757319.067254
2020,684411.648773,783430.04786
2021,715222.044526,814912.731704
2022,728541.287271,828746.077106
2023,751922.132413,852482.839472
2024,759231.68223,860069.213797
2025,768629.674853,869823.123643
2026,793742.990786,895331.903159
2027,803317.961822,905262.79142
2028,825750.891718,927972.545823
2029,836586.391108,939203.508795
2030,858388.049234,961242.445071
2031,869420.191306,972670.050726
