year,Base case cost,Modeled non-residential ashp
2017,7931221.93559,8910179.12438
2018,8357101.16788,9289662.41553
2019,8942685.11228,9811451.94085
2020,9208859.63246,10048628.9978
2021,9404054.28059,10222558.8396
2022,9546014.02469,10349053.27
2023,9634738.86475,10428112.289
2024,9723463.70481,10507171.3079
2025,9812188.54487,10586230.3269
2026,9936403.32095,10696912.9535
2027,10025128.161,10775971.9725
2028,10113853.0011,10855030.9915
2029,10220322.8091,10949901.8143
2030,10291302.6812,11013149.0295
2031,10415517.4573,11123831.656
