year,Base case cost,Modeled residential ashp
2017,287760.778114,544581.482243
2018,310597.991626,561662.846114
2019,333927.964716,578817.077616
2020,345321.672504,585170.966803
2021,352917.477695,588152.350723
2022,358343.052833,589245.028409
2023,369455.623177,596209.620347
2024,379604.647604,602393.464643
2025,383544.380827,602407.095242
2026,388609.752114,603536.202314
2027,392549.485337,603716.400927
2028,395926.399528,603461.364707
2029,400428.951783,604316.017399
2030,403243.046942,603700.507262
2031,415657.981732,612571.818642
