year,Base case cost,Modeled non-residential ashp
2017,78042.3426595,356130.874373
2018,84965.4537018,343308.100353
2019,94091.3728031,328801.266238
2020,98182.3020554,318679.953779
2021,101014.483846,309771.652356
2022,103217.291904,301544.563293
2023,104790.726232,293995.098895
2024,105734.786829,287119.754616
2025,107308.221157,279858.859678
2026,108881.655485,272737.197389
2027,110455.089812,265751.504183
2028,111713.837275,259162.655399
2029,113287.271602,252439.41496
2030,114231.332199,246370.930058
2031,116119.453392,239633.921599
