year,annotation,consumption,consumption residential,consumption non-residential
2003,,3459400.0,561532.0,2897868.0
2004,,3616830.0,548065.0,3068765.0
2005,,3469857.0,519966.0,2949891.0
2006,,3510576.0,524225.0,2986351.0
2007,,3238432.0,292562.0,2945870.0
2008,,3342683.0,396813.0,2945870.0
2009,,3203287.0,411186.0,2792101.0
2010,,3529624.0,677802.0,2851822.0
2011,,3324864.0,652564.0,2672300.0
2012,,3764426.0,671527.0,3092899.0
2013,,3782748.0,710337.0,3072411.0
2014,start of forecast,3636512.0,690642.0,2945870.0
2015,,3649977.0,704107.0,2945870.0
2016,,3662473.0,716603.0,2945870.0
2017,,3673514.0,727644.0,2945870.0
2018,,3682245.0,736375.0,2945870.0
2019,,3687697.0,741827.0,2945870.0
2020,,3691447.0,745577.0,2945870.0
2021,,3693785.0,747915.0,2945870.0
2022,,3692886.0,747016.0,2945870.0
2023,,3689625.0,743755.0,2945870.0
2024,,3684347.0,738477.0,2945870.0
2025,,3678277.0,732407.0,2945870.0
2026,,3671615.0,725745.0,2945870.0
2027,,3664300.0,718430.0,2945870.0
2028,,3655814.0,709944.0,2945870.0
2029,,3641489.0,695619.0,2945870.0
2030,,3626684.0,680814.0,2945870.0
2031,,3612719.0,666849.0,2945870.0
2032,,3601038.0,655168.0,2945870.0
2033,,3589591.0,643721.0,2945870.0
2034,,3577088.0,631218.0,2945870.0
2035,,3562623.0,616753.0,2945870.0
2036,,3546305.0,600435.0,2945870.0
2037,,3527753.0,581883.0,2945870.0
2038,,3509326.0,563456.0,2945870.0
2039,,3491457.0,545587.0,2945870.0
2040,,3474055.0,528185.0,2945870.0
