year,Base case cost,Modeled non-residential ashp
2017,1592176.03716,1482993.83782
2018,1744071.72852,1584568.09447
2019,1952385.81954,1725746.62293
2020,2056542.86504,1794124.00082
2021,2125980.89538,1838304.29984
2022,2178059.41813,1870436.68546
2023,2217118.3102,1893556.64008
2024,2247497.44847,1910699.70307
2025,2282216.46364,1930977.29708
2026,2329955.1095,1960462.98528
2027,2369014.00156,1983964.98719
2028,2399393.13984,2001481.14323
2029,2442791.9088,2028198.91356
2030,2464491.29328,2039812.92809
2031,2512229.93914,2069738.22762
