year,Base case cost,Modeled residential ashp
2017,1379346.96578,1143431.26416
2018,1532191.72244,1170715.49619
2019,1733042.41689,1204777.96155
2020,1844293.55617,1226259.81238
2021,1925995.49121,1244067.11289
2022,1993081.48121,1260341.7114
2023,2049086.51963,1275415.53477
2024,2097704.25698,1289779.33113
2025,2150967.58733,1305871.13518
2026,2210157.21657,1318573.00879
2027,2268859.4253,1337445.15216
2028,2305263.97234,1340671.09968
2029,2376728.02554,1369621.64739
2030,2427872.82685,1394480.57057
2031,2497862.65647,1419249.70725
